uberon_id,mesh_id,uberon_labels,mesh_labels
UBERON_0000435,D007026,lateral tuberal hypothalamic nuclei; lateral tuberal nuclear complex; lateral tuberal nuclei; lateral tuberal nucleus; ltu; nuclei tuberales laterales; nucleus tuberis; nucleus tuberis hypothalami; nucleus tuberis lateralis,"accessory nucleus of the ventral horn; area hypothalamica laterali; area hypothalamica lateralis; area lateralis hypothalami; area lateralis hypothalamus; area, lateral hypothalamic; areas, lateral hypothalamic; hypothalami, area lateralis; hypothalamic area, lateral; hypothalamic areas, lateral; hypothalamic nucleus, lateral; hypothalamica laterali, area; hypothalamica lateralis, area; hypothalamus, area lateralis; hypothalamus, lateral; lateral hypothalamic area; lateral hypothalamic areas; lateral hypothalamic nucleus; lateral hypothalamus; lateral tuberal nuclei; lateral tuberal nucleus; laterali, area hypothalamica; lateralis hypothalami, area; lateralis hypothalamus, area; lateralis, area hypothalamica; nuclei, lateral tuberal; nucleus, lateral hypothalamic; nucleus, lateral tuberal; nucleus, tuberomammillary; tuberal nuclei, lateral; tuberal nucleus, lateral; tuberomammillary nucleus"
UBERON_0000440,D000071556,trabecula; trabeculae,"bone, cancellous; bone, spongy; bone, trabecular; bones, cancellous; bones, spongy; bones, trabecular; cancellous bone; cancellous bones; spongy bone; spongy bones; trabecular bone; trabecular bones"
UBERON_0000446,D020665,"area septalis; massa praecommissuralis; se; septal area; septal region; septum; septum (nn); septum of telencephalon; septum pellucidum (bna,pna); septum telencephali; telencephalon septum","area, septal; bodies, paraterminal; body, paraterminal; brain septum; brain septums; paraterminal bodies; paraterminal body; region, septal; septal area; septal region; septum of brain"
UBERON_0000451,D017397,frontal association cortex; prefrontal association complex; prefrontal association cortex; prefrontal cortex,"anterior prefrontal cortex; anterior prefrontal cortices; area 10, brodmann; area 10, brodmann's; area 11, brodmann; area 11, brodmann's; area 12, brodmann; area 12, brodmann's; area 47, brodmann; area 47, brodmann's; area, orbital; area, subcallosal; brodmann area 10; brodmann area 11; brodmann area 12; brodmann area 47; brodmann's area 10; brodmann's area 11; brodmann's area 12; brodmann's area 47; brodmanns area 10; brodmanns area 11; brodmanns area 12; brodmanns area 47; convolution, superior frontal; convolutions, superior frontal; cortex, anterior prefrontal; cortex, lateral orbitofrontal; cortex, orbital; cortex, orbitofrontal; cortex, prefrontal; cortex, ventromedial prefrontal; cortices, ventromedial prefrontal; frontal convolution, superior; frontal gyrus, inferior; frontal gyrus, medial; frontal gyrus, superior; frontal sulcus; frontalis superior, gyrus; gyrus frontalis inferior; gyrus frontalis superior; gyrus orbitalis; gyrus rectus; gyrus, inferior frontal; gyrus, marginal; gyrus, medial frontal; gyrus, orbital; gyrus, orbitofrontal; gyrus, rectal; gyrus, rectus; gyrus, straight; gyrus, superior frontal; inferior frontal gyrus; inferior, gyrus frontalis; lateral orbitofrontal cortex; lateral orbitofrontal cortices; marginal gyrus; medial frontal gyrus; olfactory sulci; olfactory sulcus; orbital area; orbital areas; orbital cortex; orbital cortices; orbital gyri; orbital gyrus; orbitalis, pars; orbitofrontal cortex; orbitofrontal cortex, lateral; orbitofrontal cortices; orbitofrontal cortices, lateral; orbitofrontal gyri; orbitofrontal gyrus; orbitofrontal region; orbitofrontal regions; pars orbitalis; prefrontal cortex; prefrontal cortex, anterior; prefrontal cortex, ventromedial; prefrontal cortices, anterior; rectal gyrus; rectus gyrus; region, orbitofrontal; straight gyrus; subcallosal area; subcallosal areas; sulcus, frontal; superior frontal convolution; superior frontal convolutions; superior frontal gyrus; superior, gyrus frontalis; ventral medial prefrontal cortex; ventromedial prefrontal cortex; ventromedial prefrontal cortices"
UBERON_0000456,D012634,bodily secretion; exocrine gland fluid; exocrine gland fluid or secretion; exocrine gland fluid/secretion; exocrine gland secretion; external secretion; secreted substance; secretion; secretion of exocrine gland,"bodily secretion; bodily secretions; secretion; secretion, bodily; secretions; secretions, bodily"
UBERON_0000458,D002584,endocervix,"canal, endocervical; canal, uterine cervical; cervical canal of the uterus; cervical canal, uterine; cervix; cervix uteri; cervix, external os; cervix, uterine; cervixes; ectocervix; endocervical canal; endocervical canals; endocervix; external os cervix; external os of the cervix; uterine cervical canal; uterine cervical canals; uterine cervix"
UBERON_0000460,D001472,bartholin gland; bartholin's gland; duverney's gland; glandula vestibularis major; greater vestibular gland; greater vestibular glands of bartholin; major vestibular gland; tiedemann's gland; vulvovaginal gland,"bartholin gland; bartholin glands; bartholin's gland; bartholin's glands; bartholins gland; bartholins glands; gland, bartholin; gland, bartholin's; glands, bartholin; glands, bartholin's"
UBERON_0000463,D001826,body fluid or substance; body substance; organism substance; portion of body substance; portion of organism substance,"body fluid; body fluids; fluid, body; fluids, body"
UBERON_0000473,D013737,gonad of male genitalia; gonad of male reproductive system; male gonad; orchis; testes; testicle; testiculus; testis,testes; testicle; testicles; testis
UBERON_0000474,D005836,female genital system; female genital tract; female genitalia; female genitals; female organism genitalia; female organism reproductive system; female reproductive system; female reproductive tract; genitalia of female organism; gynaecological tissue; reproductive system of female organism; systema genitale femininum,"accessory sex organs, female; female genital; female genital organ; female genital organs; female genitalia; female genitals; female reproductive system; female reproductive systems; genital organ, female; genital organs, female; genital, female; genitalia, female; genitals, female; reproductive system, female; reproductive systems, female; sex organs, accessory, female"
UBERON_0000475,D001829,anatomic region; body part; body region; cardinal body part; organism subdivision,"body region; body regions; region, body; regions, body"
UBERON_0000475,D018594,anatomic region; body part; body region; cardinal body part; organism subdivision,"bodies, human; body parts; body parts and fluids; body, human; figure, human; figures, human; human bodies; human body; human figure; human figures; parts, body"
UBERON_0000479,D014024,portion of tissue; simple tissue; tissue; tissue portion,tissue; tissues
UBERON_0000482,D001485,basal lamina; basal lamina of connective tissue; basal lamina of epithelium; basal laminae; lamina basalis,"basal lamina; basement lamina; basement membrane; basement membranes; densas, lamina; lamina densa; lamina lucida; lamina reticularis; lamina, basal; lamina, basement; lucida, lamina; membrane, basement; membranes, basement; reticularis, lamina"
UBERON_0000483,D004848,epithelial tissue; epithelium; portion of epithelium,"epithelial tissue; epithelial tissues; epithelium; mesothelial tissue; mesothelial tissues; mesothelium; tissue, epithelial; tissue, mesothelial; tissues, epithelial; tissues, mesothelial"
UBERON_0000569,D007080,ileocecal valve; tulp's valve; valva ileocaecalis; valva ileocaecalis (valva ilealis),"ileocecal valve; ileocecal valves; valve, ileocecal; valves, ileocecal"
UBERON_0000908,D020712,commissura hippocampi; commissure of fornix; commissure of fornix of forebrain; commissure of the fornix; delta fornicis; dorsal hippocampal commissure; fornical commissure; fornix commissure; hippocampal commissure; hippocampal commissures; hippocampus commissure,"brain fimbria; brain fimbrias; brain fornices; brain fornix; commissura hippocampi; commissura hippocampus; commissure of fornix; commissure, dorsal hippocampal; commissure, fornical; commissure, hippocampal; commissures, dorsal hippocampal; commissures, fornical; commissures, hippocampal; dorsal hippocampal commissure; dorsal hippocampal commissures; fimbria (brain); fimbria fornix; fimbria of hippocampus; fimbria, brain; fimbria-fornices; fimbria-fornix; fimbrias (brain); fimbrias, brain; fornical commissure; fornical commissures; fornices (brain); fornices, brain; fornix (brain); fornix commissure; fornix commissures; fornix fimbria; fornix, brain; fornix-fimbria; fornix-fimbrias; hippocampal commissure; hippocampal commissure, dorsal; hippocampal commissures; hippocampal commissures, dorsal; hippocampi, commissura; hippocampus fimbria; hippocampus fimbrias; hippocampus, commissura"
UBERON_0000911,D002913,chyle,chyle; chyles
UBERON_0000912,D009093,mucus,mucus
UBERON_0000913,D045604,intercellular fluid; interstitial fluid; tissue fluid,"extracellular fluid; extracellular fluids; fluid, extracellular; fluid, intercellular; fluid, interstitial; fluids, extracellular; fluids, intercellular; fluids, interstitial; intercellular fluid; intercellular fluids; interstitial fluid; interstitial fluids"
UBERON_0000916,D000005,abdomen; abdominopelvic region; abdominopelvis; adult abdomen; belly; celiac region,abdomen; abdomens
UBERON_0000922,D004622,developing organism; developmental tissue; embryo; embryonic organism,"embryo structure, mammalian; embryo structures, mammalian; embryo, mammalian; embryonic structure, mammalian; embryonic structures, mammalian; embryos, mammalian; mammalian embryo; mammalian embryo structure; mammalian embryo structures; mammalian embryonic structure; mammalian embryonic structures; mammalian embryos; structure, mammalian embryo; structure, mammalian embryonic; structures, mammalian embryo; structures, mammalian embryonic"
UBERON_0000922,D004628,developing organism; developmental tissue; embryo; embryonic organism,"embryo; embryonic structure; embryonic structures; embryos; prenatal structure; prenatal structures; presumptive structure; presumptive structures; structure, embryonic; structure, prenatal; structure, presumptive"
UBERON_0000923,D005855,embryonic germ layer; embryonic germ layers; embryonic tissue; germ layer; germinal layer; primary germ layer,"epiblast; epiblasts; germ layer; germ layers; hypoblast; hypoblasts; layer, germ; layers, germ"
UBERON_0000924,D004475,ectoderm; embryonic ectoderm,"apical ectodermal ridge; apical ectodermal ridges; ectoderm; ectodermal ridge, apical; ectoderms"
UBERON_0000925,D004707,endoderm; entoderm,"definitive endoderm; definitive endoderms; endoderm; endoderm, definitive; endoderms"
UBERON_0000926,D008648,embryonic mesoderm; entire mesoderm; mesoderm; mesodermal mantle,"dorsal mesoderm; dorsal mesoderms; intermediate mesoderm; intermediate mesoderms; lateral plate mesoderm; lateral plate mesoderms; mesenchyma; mesenchymas; mesenchyme; mesoderm; mesoderm, dorsal; mesoderm, intermediate; mesoderm, lateral plate; mesoderm, paraxial; mesoderms, dorsal; mesoderms, intermediate; mesoderms, lateral plate; mesoderms, paraxial; paraxial mesoderm; paraxial mesoderms; plate mesoderm, lateral; plate mesoderms, lateral"
UBERON_0000933,D010609,branchial muscle; branchial muscles; chordate pharyngeal muscle; muscle of pharynx; muscle organ of pharynx; musculi pharyngis; musculus pharyngis; pharyngeal muscle; pharynx muscle; pharynx muscle organ; tunica muscularis pharyngis,"muscle, palatopharyngeal; muscle, pharyngeal; muscle, velopharyngeal; muscles of pharynx; muscles, pharyngeal; palatopharyngeal muscle; palatopharyngeus; pharyngeal muscle; pharyngeal muscles; pharynx muscle; pharynx muscles; salpingopharyngeus; stylopharyngeus; velopharyngeal muscle"
UBERON_0000939,D060227,imaginal disc; imaginal disk,"disc, imaginal; discs, imaginal; disk, imaginal; disks, imaginal; imaginal disc; imaginal discs; imaginal disk; imaginal disks"
UBERON_0000941,D009900,02 optic nerve; 2n; cn-ii; cranial ii; cranial nerve ii; nerve ii; nervus opticus; nervus opticus [ii]; optic; optic ii; optic ii nerve; optic nerve; optic nerve [ii]; second cranial nerve,"cranial nerve ii; cranial nerve, second; cranial nerves, second; nerve, optic; nerve, second cranial; nerves, optic; nerves, second cranial; nervus opticus; optic nerve; optic nerves; second cranial nerve; second cranial nerves"
UBERON_0000945,D013270,anterior intestine; gaster; mesenteron; stomach; stomach chamber; ventriculus,stomach; stomachs
UBERON_0000946,D006351,cardiac valve; cardial valve; heart valve; heart valves; stomodaeal valve; valve of heart; valvule,"cardiac valve; cardiac valves; heart valve; heart valves; valve, cardiac; valve, heart; valves, cardiac; valves, heart"
UBERON_0000947,D001011,aorta; arteria maxima; dorsal aorta; trunk of aortic tree; trunk of systemic arterial tree,aorta; aortas
UBERON_0000948,D006321,branchial heart; cardium; chambered heart; heart; vertebrate heart,heart; hearts
UBERON_0000949,D004703,endocrine glandular system; endocrine system; systema endocrinum,"endocrine system; endocrine systems; system, endocrine; systems, endocrine"
UBERON_0000950,D000071976,gracilis; gracilis muscle; musculus gracilis,"gracilis muscle; gracilis muscles; muscle, gracilis; muscles, gracilis"
UBERON_0000955,D001921,brain; encephalon; suprasegmental levels of nervous system; suprasegmental structures; synganglion; the brain,brain; encephalon
